Sample_Name,salinity,VINDTA_T,Measured_T,corr_AT,corr_DIC,Salinity_in,t_in,P_in,Total_P_in,Total_Si_in,TA_in,TCO2_in,pH_in,fCO2_in,pCO2_in,HCO3_in,CO3_in,CO2_in,B_Alk_in,OH_in,P_Alk_in,Si_Alk_in,Revelle_in,WCa_in,WAr_in,xCO2_in,t_out,P_out,pH_out,fCO2_out,pCO2_out,HCO3_out,CO3_out,CO2_out,B_Alk_out,OH_out,P_Alk_out,Si_Alk_out,Revelle_out,WCa_out,WAr_out,xCO2_out
CS_B6_J12_13Oct16,29.456999999999997,24.979,19.0525,2132.2619874263387,2208.293711706308,29.457000732421875,24.979000091552734,10.015000343322754,0,0,2132.261962890625,2208.293701171875,7.125056266784668,3981.12744140625,3993.869384765625,2063.1721479845783,28.721181352272726,116.4003190998143,11.002039890973737,0.7219056758707666,0,0,14.293815977442419,0.7212839287005254,0.468790815131945,4120.404461137635,19.052499771118164,10.005000114440918,7.190676103533234,3321.411581879149,3332.849251556239,2067.8542733761815,26.527045011642723,113.91233004884143,10.928135373950756,0.4911267460264292,0,0,14.743624599423466,0.6577336445873112,0.4207400337609735,3405.7067060934037
CS_B10_CASE_02Jul18,28.113666666666674,25.028,21.48,2122.561198146469,2162.30771625685,28.113666534423828,25.027999877929688,10.015000343322754,0,0,2122.561279296875,2162.3076171875,7.239117622375488,3044.71533203125,3054.454345703125,2037.1171018884975,35.65675759467744,89.53364135605868,13.272875581077363,0.9166010228201913,0,0,15.934535773467571,0.9047796758856353,0.5852714241079869,3151.5920549343236,21.479999542236328,10.005000114440918,7.280396095712628,2722.895767937793,2731.993494603889,2040.175808442198,34.20596118329758,87.92573121373755,13.292446403448913,0.7345342635143386,0,0,16.29472882021782,0.8601169507482075,0.5509716875545857,2801.6849104478947
CS_B10_CA_27Jun18,28.21366666666667,25.018,21.53,2027.9027334828897,1965.9024938348914,28.213666915893555,25.01799964904785,10.015000343322754,0,0,2027.9027099609375,1965.9024658203125,7.5730204582214355,1286.3541259765625,1290.4693603515625,1857.7741453528913,70.31153350258478,37.816834037604586,27.552993278584168,1.9798405778844614,0,0,16.041885404449253,1.7827306561459049,1.1535963419853004,1331.4812164072164,21.530000686645508,10.005000114440918,7.621780030776572,1131.1909750403956,1134.9681672695465,1860.6569203723645,68.78719796940466,36.458394551311606,28.07302802771327,1.6227837163057863,0,0,16.358003746373612,1.728663948413781,1.1079052240813845,1164.009914185681
CS_B10_CON_02Jul18,31.51366666666667,25.101,21.95,2265.236098889164,2001.6024212425948,31.5136661529541,25.10099983215332,10.015000343322754,0,0,2265.236083984375,2001.6024169921875,7.996013641357422,461.7047424316406,463.1802673339844,1792.249583691352,196.03847120456095,13.314380588615691,75.27153792374986,5.648356734295128,0,0,10.196421785894902,4.84701648064886,3.171564664868795,477.9483566536671,21.950000762939453,10.005000114440918,8.045350978411003,406.32467759016174,407.67442160825834,1794.381510349262,194.4990509513167,12.72187418394988,77.09526976140737,4.77042459989954,0,0,10.250163196364689,4.778528894764311,3.098914397274801,418.36473441892014
CS_B10_SE_02Jul18,31.51366666666667,25.066999,21.41,2313.4493333562405,2063.1071640793384,31.5136661529541,25.066999435424805,10.015000343322754,0,0,2313.44921875,2063.107177734375,7.964797496795654,514.5805053710938,516.2257080078125,1859.2414684325515,189.01375979542797,14.851982914798786,70.95054284726588,5.240831025193661,0,0,10.605432456732274,4.672977778391721,3.0573777280797034,532.6507224635419,21.40999984741211,10.005000114440918,8.021940169315535,443.63414369430933,445.11769684655894,1861.8224515419581,187.1907677407007,14.093991860119607,72.95204183246047,4.302958724977749,0,0,10.67597676785633,4.594593279618572,2.975300869983881,456.40112483373827
CS_B10_J1_27June18,28.447,24.972,19.53,2128.799613957161,2155.2990260724773,28.44700050354004,24.972000122070312,10.015000343322754,0,0,2128.799560546875,2155.299072265625,7.278686046600342,2770.354248046875,2779.221923828125,2034.582267216976,39.27580503990875,81.44099337772329,14.713099784446358,1.0062241319354472,0,0,16.3330335451832,0.9939389101291577,0.6436543128842744,2867.28613966936,19.530000686645508,10.005000114440918,7.343952596163089,2319.904120208851,2327.8454822459476,2039.4057089295918,36.964136382797676,78.92922032221853,14.795448002989128,0.7162123978877125,0,0,16.930171343610546,0.9235078166230468,0.5893700216694162,2380.3335318122213
CS_B10_J2_26June18,28.547000000000004,25.018,19.72,1910.8730793517439,1792.4439809926423,28.547000885009766,25.01799964904785,10.015000343322754,0,0,1910.873046875,1792.4439697265625,7.75413179397583,762.082763671875,764.520751953125,1673.1276623119763,96.95099853750081,22.36525535211434,40.835696737993175,3.02562241815826,0,0,13.509240016920899,2.45195149213233,1.5886355017952376,788.8131121905107,19.719999313354492,10.005000114440918,7.8333097370125335,618.5592093600375,620.671614193211,1676.7776258723634,94.74482459068274,20.921465738545304,42.36705774803034,2.253629417628065,0,0,13.761178447408167,2.366404990811982,1.5114696652984647,634.8356438236673
CS_B10_J3_27June18,29.880333333333336,24.997,19.71,2274.5395524199976,2220.7964731887473,29.880332946777344,24.996999740600586,10.015000343322754,0,0,2274.53955078125,2220.79638671875,7.518074989318848,1636.2154541015625,1641.451171875,2099.983531204559,73.10029828976259,47.712591675913224,26.583641194179222,1.8027719269968492,0,0,16.444262810675262,1.8299367677442056,1.1911025540719116,1693.5014210427694,19.709999084472656,10.005000114440918,7.591065646884998,1347.919888277087,1352.523663381471,2105.0623089044584,70.45915581337287,45.27495645240349,27.261972393347904,1.3231222690415478,0,0,16.98272599562007,1.744080512071924,1.1190247276124206,1383.3464455301842
CS_B10_J4_27Jun18,30.880333333333336,24.985001,19.71,2325.0382200966374,2183.1876755380736,30.880332946777344,24.985000610351562,10.015000343322754,0,0,2325.038330078125,2183.187744140625,7.742338180541992,941.61962890625,944.6331787109375,2034.2347285228464,121.62919816877547,27.3238262704905,44.484693886011975,3.079099431869565,0,0,13.679963062684124,3.0213202321479624,1.9726767557253249,974.5484942709145,19.709999084472656,10.005000114440918,7.821655643268745,764.5376942847306,767.1489471002152,2038.67993700139,118.96676735575366,25.541048604969028,46.147295444463204,2.2930453519958034,0,0,13.939000142464542,2.9247759287455013,1.8822958301674737,784.6218482180042
CS_B10_J5_27June18,28.68033333333334,24.99,19.61,1958.1468655006772,1789.6276569665688,28.680334091186523,24.989999771118164,10.015000343322754,0,0,1958.14697265625,1789.627685546875,7.880908489227295,559.1990966796875,560.9885864257812,1645.24778800558,127.9684588637509,16.41146628194516,52.92296752729047,4.052687318700211,0,0,11.821892106780362,3.2328772450280665,2.0954627909266716,578.7818360863498,19.610000610351562,10.005000114440918,7.96365306999976,449.9015773261711,451.44011832585164,1648.7154116323702,125.65923568376604,15.253065835139868,55.10434868116565,3.0197826090725477,0,0,11.976141779836967,3.1350697379591006,2.0028413880458618,461.66971115426895
CS_B10_J6_27June18,30.213666666666672,24.972,19.95,2077.6078076153763,1929.2223084718883,30.213666915893555,24.972000122070312,10.015000343322754,0,0,2077.60791015625,1929.2222900390625,7.794309139251709,736.8150634765625,739.1735229492188,1789.2241974629183,118.535849449365,21.46220996424508,47.907525357153396,3.420886487907663,0,0,12.796334911253018,2.959569535143169,1.9283190801606036,762.5722313994278,19.950000762939453,10.005000114440918,7.87041016835589,603.4371037307193,605.4919684194684,1792.8806765667302,116.24479595161058,20.09678435818739,49.66109865062996,2.590288341095464,0,0,12.991855686750668,2.872100807393651,1.8458317335138055,619.4997283001273
CS_B10_J7_27June18,28.447,25.003,19.84,2121.898363769405,2177.8885293312555,28.44700050354004,25.003000259399414,10.015000343322754,0,0,2121.8984375,2177.888427734375,7.187812805175781,3433.084716796875,3444.069580078125,2044.9833801252275,32.06153161082585,100.84361577649683,12.039695912379717,0.8184733866969208,0,0,15.25146973107127,0.8114391105157553,0.5255182406868888,3553.4089145362213,19.84000015258789,10.005000114440918,7.2465166759243775,2923.0799679339125,2933.0474861104717,2049.2529797855036,30.047403769875242,98.58814395717141,12.019508260543248,0.5888695111864656,0,0,15.718255597837327,0.7511652684748061,0.4797538521678832,3000.496601821326
CS_B10_J8_27June18,28.747000000000003,24.982,19.64,1928.000356310784,2107.4351188101327,28.746999740600586,24.98200035095215,10.015000343322754,0,0,1928.0003662109375,2107.43505859375,6.8571319580078125,6797.162109375,6818.916015625,1894.0121076796859,13.96725418622211,199.45577703019958,5.811707978677509,0.3839450364186137,0,0,9.615391351651692,0.3526694274572604,0.2286411264829514,7035.08147273371,19.639999389648438,10.005000114440918,6.910344231886719,5850.23548613863,5870.234216482878,1896.5101728256593,12.822661412808252,198.10230465764016,5.70206173750075,0.268192014817239,0,0,9.733219770630347,0.31978849457710995,0.20436088199475919,6003.502039111407
CS_B10_J9_27June18,31.98033333333333,25.007999,19.82,2273.163320577607,2153.9061076409707,31.98033332824707,25.007999420166016,10.015000343322754,0,0,2273.163330078125,2153.906005859375,7.6775803565979,1078.9755859375,1082.4278564453125,2016.062520231182,106.73072926379798,31.11279039864738,40.94553600195594,2.7152487869842075,0,0,14.208568210924804,2.628729242450014,1.721761212468665,1116.734261416864,19.81999969482422,10.005000114440918,7.754252626685867,882.1988035220511,885.2077955635299,2020.5830079042569,104.11632612829065,29.20670586107959,42.34160980701036,2.023997279144157,0,0,14.514683322021082,2.54064939045896,1.640429450994015,905.4985078542403
CS_B10_J10_02Jul18,32.147000000000006,25.09,19.86,2247.794696828034,2024.740539539146,32.14699935913086,25.09000015258789,10.015000343322754,0,0,2247.794677734375,2024.740478515625,7.913056373596191,572.360107421875,574.1895141601562,1839.6043991035544,168.68030388726567,16.455743368099135,66.12359796112995,4.718644758139893,0,0,11.016785439480456,4.149796664473174,2.719867801481995,592.4781650085409,19.860000610351562,10.005000114440918,7.994436359172784,462.81307146128097,464.39084159215844,1843.400141458001,166.04897369614022,15.291331204777972,68.76450664008604,3.5425082570944775,0,0,11.133909448330908,4.0474243492249276,2.614675566811819,475.06165844009945
CS_B10_J11_26June18,28.780333333333335,24.923,19.93,1933.392918137957,2039.2857874869178,28.780332565307617,24.92300033569336,10.015000343322754,0,0,1933.3929443359375,2039.285888671875,7.024019241333008,4601.29736328125,4616.0341796875,1883.7135808736086,20.37170583957801,135.20055561607683,8.471276168396141,0.5613141721805455,0,0,12.485548690896389,0.5141681965115843,0.33332689420159306,4761.833388321682,19.93000030517578,10.005000114440918,7.0765427982320075,3976.1336196313323,3989.6767910310446,1886.8206289273107,18.938896096937174,133.52631730501574,8.375905383801,0.4041500522065052,0,0,12.736411809480229,0.4724856120733919,0.30219708224275876,4081.9325942213136
CS_B10_J12_26June18,28.780333333333335,25.003,19.82,2104.846902512525,2154.665502029379,28.780332565307617,25.003000259399414,10.015000343322754,0,0,2104.846923828125,2154.66552734375,7.2019476890563965,3285.268310546875,3295.780029296875,2025.2366956086532,33.09435340166842,96.3344844429042,12.634228828373578,0.8515119352855235,0,0,15.423363499300368,0.8354590752598495,0.5417398913420145,3400.391964893382,19.81999969482422,10.005000114440918,7.261460658643205,2792.0313665117483,2801.554390265411,2029.565910487076,31.048563737640563,94.05105922850963,12.62738799949934,0.6124351903985942,0,0,15.910937635274614,0.7744288271856788,0.49518014607444794,2865.8860100297147
CS_B11_CASE_08Aug17,30.845333333333325,24.987,19.36,2131.0794670259875,2171.8937154269033,30.845333099365234,24.98699951171875,10.015000343322754,0,0,2131.079345703125,2171.893798828125,7.21552848815918,3181.801025390625,3191.983642578125,2043.2606021832823,36.29193132363342,92.34130342347831,14.382123843301619,0.9149368387941411,0,0,15.507961440906543,0.9017552610520221,0.5887149662126836,3293.0840704898033,19.360000610351562,10.005000114440918,7.281397060749462,2659.482871912216,2668.605996751562,2048.2109691122364,33.942331649809915,89.74053616834762,14.397684711242642,0.6393853947812949,0,0,16.06380711165875,0.8342027838698336,0.5363411505542585,2728.05097225159
CS_B11_CA_08Aug17,30.845333333333325,24.951,19.65,2104.880601969822,2147.5672717317047,30.845333099365234,24.951000213623047,10.015000343322754,0,0,2104.880615234375,2147.5673828125,7.20823335647583,3197.4990234375,3207.736328125,2019.4626607636449,35.22287266406383,92.88192502308543,14.13853099457872,0.8968390389131997,0,0,15.403206689402463,0.8751187635050638,0.5712648200874221,3309.1111249172823,19.649999618530273,10.005000114440918,7.269975280163186,2703.0096728212493,2712.248620702181,2024.0460232175215,33.05243564309595,90.46899959017692,14.144647750354663,0.6397840030109648,0,0,15.917082558706188,0.8127049534684989,0.5228997827053841,2773.790149484512
CS_B11_CON_08Aug17,31.411999999999992,24.879,20.07,2127.5823109775342,1948.804902198765,31.41200065612793,24.878999710083008,10.015000343322754,0,0,2127.582275390625,1948.804931640625,7.847226619720459,649.9791259765625,652.0619506835938,1792.29258915639,137.65263703547652,18.859717630457855,56.074689058993954,3.924180996252641,0,0,11.897278825931384,3.4044555128032763,2.2255584658643777,672.5715672265527,20.06999969482422,10.005000114440918,7.921012814592416,535.8631704747829,537.6852034256519,1795.7643371393872,135.36875257782458,17.67185410511251,58.08290403357932,3.0097037793486545,0,0,12.041476313221747,3.317680708391844,2.1403038170851074,550.2108978968496
CS_B11_SE_08Aug17,31.24533333333333,25.004999,19.63,2155.9768336663933,1984.4268535421716,31.245332717895508,25.0049991607666,10.015000343322754,0,0,2155.976806640625,1984.427001953125,7.827097415924072,695.9564208984375,698.1831665039062,1829.9875668696027,134.2927748444766,20.146642849390656,53.64272286740702,3.776211194860542,0,0,12.210333875562112,3.326605069417264,2.174446042175075,720.316398191185,19.6299991607666,10.005000114440918,7.909373013309503,560.955161926949,562.8729975762797,1833.9629679000122,131.7191805592836,18.74483610417397,55.783636351474485,2.8044440150318195,0,0,12.38666922250731,3.229762541265671,2.080302690184359,575.6256561070827
CS_B11_J1_08Aug17,27.978666666666662,25.082001,19.1,2256.65916149316,2115.233500512305,27.978666305541992,25.082000732421875,10.015000343322754,0,0,2256.6591796875,2115.2333984375,7.783919334411621,840.6113891601562,843.2985229492188,1969.8406181628422,120.69021157098065,24.702505910184115,42.235394429460065,3.2194505604706474,0,0,13.739731605977697,3.066088595887903,1.9826237579809876,870.2082753205493,19.100000381469727,10.005000114440918,7.874493850538274,661.850556242599,664.1283632434679,1974.5223137709288,117.85934610110502,22.85167577197305,44.11849059832018,2.31321141023532,0,0,14.022115351941924,2.9511912973015977,1.8781506124249983,678.7024911611877
CS_B11_J2_07Aug17,27.045333333333335,24.974001,19.02,1809.2914350562683,1707.7731801457996,27.045333862304688,24.974000930786133,10.015000343322754,0,0,1809.2913818359375,1707.773193359375,7.735354900360107,767.3871459960938,769.8433837890625,1599.972513248186,85.07760335624288,22.723073387283765,36.38823051902225,2.794250934857004,0,0,14.025742715973045,2.176017037240263,1.401366250040185,794.2593802616208,19.020000457763672,10.005000114440918,7.823679061661098,607.2161358040715,609.3080054498665,1603.9032670911477,82.74975509232027,21.120167808244638,37.900162310662616,2.0037852517354153,0,0,14.346568478439599,2.084383894594534,1.3214080024520256,622.6179815777136
CS_B11_J3_08Aug17,26.94533333333333,25.056999,19.15,2250.956412709603,2300.9446365900826,26.94533348083496,25.05699920654297,10.015000343322754,0,0,2250.956298828125,2300.944580078125,7.228207111358643,3343.44580078125,3354.13671875,2166.2553043385956,35.84535087498331,98.84398974420189,12.197129249569688,0.8735967697856263,0,0,15.937425899361385,0.9177358982400589,0.5909196908269541,3461.0651618296333,19.149999618530273,10.005000114440918,7.296469496759114,2771.7632754390575,2781.2965421585222,2171.484169581744,33.356837511432225,96.10363786460461,12.208932174273691,0.6011050049337836,0,0,16.52551465894463,0.8410091374479239,0.5331138015134987,2842.561400127051
CS_B11_J4_08Aug17,28.511999999999997,25.018,19.18,2214.931731369574,2063.962247467607,28.511999130249023,25.01799964904785,10.015000343322754,0,0,2214.931640625,2063.962158203125,7.806092739105225,774.5206298828125,776.9983520507812,1916.1963644385048,125.03138615062737,22.734414677143267,45.28082637534951,3.4076466859111636,0,0,13.244746134482474,3.1629634411963976,2.0490384672024313,801.6876966734168,19.18000030517578,10.005000114440918,7.894957901119463,612.7612942100629,614.8680496634577,1920.6229333693184,122.29163130349278,21.047600593464235,47.26925876997154,2.469184752103486,0,0,13.488427118795439,3.0519285966793834,1.946477094466543,628.4261248954475
CS_B11_J5_08Aug17,30.311999999999994,24.976999,18.02,1999.369814371612,1867.3412544969058,30.312000274658203,24.976999282836914,10.015000343322754,0,0,1999.369873046875,1867.34130859375,7.759525775909424,775.17626953125,777.6573486328125,1738.2003774202917,106.57577685775088,22.565189035412974,44.870448595935294,3.1652155866473297,0,0,13.127554903504834,2.6589745876030224,1.7330309831997157,802.2805398628357,18.020000457763672,10.005000114440918,7.864536196103677,587.1654667098229,589.2137654632672,1743.244758271707,103.45154044015364,20.645044601594893,47.09700852753729,2.1389076997517997,0,0,13.429700569171674,2.5464214224954564,1.6292642323974076,601.2651141375243
CS_B11_J6_08Aug17,27.74533333333333,24.972,18.36,1832.9469138953775,1900.3143940737516,27.745332717895508,24.972000122070312,10.015000343322754,0,0,1832.9468994140625,1900.314453125,7.125972747802734,3448.625244140625,3459.663818359375,1774.9110556725655,23.652301669989786,101.75111247919585,10.110275501973666,0.6973623726006666,0,0,14.151875968393108,0.6017520771037612,0.3886320745504865,3569.332225628521,18.360000610351562,10.005000114440918,7.198917857078076,2815.42435633992,2825.204021367958,1779.2767911978776,21.62347414221496,99.41420448165853,10.033981545140998,0.45366413902952424,0,0,14.635695027997528,0.5414867882928233,0.34368432753199574,2884.3465705709473
